1	Heavy Metal Ultra 2019	Hannes Veide	Estonia	XTeam-KSV.ee	32	M	45:35	42:44	41:12	40:11	40:15	40:01	38:28	43:43	39:10	40:54	42:16	37:42	43:57	40:09	41:00	41:00	41:00	41:00	41:00	34:45	43:49	50:58	52:05	46:29	52:11	53:02	50:05	52:00	53:02	51:06	50:23	52:16																																																																						
2	Heavy Metal Ultra 2019	Reigo Lehtla	Estonia	SAKU MARATON	31	M	43:13	41:40	40:38	41:22	41:37	41:08	41:13	42:43	44:09	40:08	43:54	41:16	42:21	40:13	42:35	44:21	41:58	42:49	48:15	46:46	42:45	42:58	46:29	48:23	48:40	46:36	50:57	50:36	54:14	52:06	56:55																																																																							
3	Heavy Metal Ultra 2019	Oliver Kalvi	Estonia	Lehtmetsa	30	M	44:11	44:23	44:34	44:54	46:16	44:47	45:52	44:41	44:07	43:44	45:50	45:14	45:32	44:06	47:19	44:54	46:33	47:08	47:19	49:36	53:18	53:17	51:45	51:50	51:37	52:28	51:13	54:38	55:49	54:59																																																																								
4	Heavy Metal Ultra 2019	Liina Kesamaa	Estonia	Triathlon Estonia	25	F	45:07	49:39	50:01	52:21	49:19	49:11	50:08	54:24	48:35	47:31	46:42	45:18	47:56	49:46	51:24	50:03	50:53	49:23	51:19	55:30	57:06	55:27	54:03	53:41	56:50																																																																													
5	Heavy Metal Ultra 2019	Klarika Kuusk	Estonia	Tallinn	24	F	41:04	42:07	41:12	42:42	42:40	41:58	42:01	42:43	40:57	40:45	42:00	42:00	42:40	42:06	41:56	44:27	47:39	44:45	45:03	47:48	49:14	48:10	52:00	48:28																																																																														
6	Heavy Metal Ultra 2019	James Reynolds	United Kingdom	British Army	22	M	45:56	45:40	43:47	44:16	44:01	42:31	43:55	44:10	40:44	40:49	42:34	40:33	41:05	41:44	41:52	45:04	45:30	43:13	41:27	42:29	47:16	49:14																																																																																
7	Heavy Metal Ultra 2019	Rain Seepõld	Estonia	Tallinn	21	M	43:12	44:12	44:06	49:19	43:16	42:48	38:52	42:52	41:02	42:26	41:13	40:12	38:40	42:08	30:11	44:53	40:03	43:18	39:12	41:05	48:07																																																																																	
8	Heavy Metal Ultra 2019	Tave Allik	Estonia	Jõgevamaa	21	M	49:09	46:22	48:41	46:52	47:10	49:43	50:16	52:27	50:49	50:08	53:52	51:32	49:14	48:10	51:06	52:00	52:31	52:32	54:37	55:15	56:33																																																																																	
9	Heavy Metal Ultra 2019	Marcis Bogdanovs	Latvia	Valmiera	21	M	49:03	50:17	48:44	49:35	50:05	47:28	51:42	50:50	48:22	40:25	48:32	46:39	48:52	47:38	50:26	48:53	51:46	50:24	54:38	57:17	54:24																																																																																	
10	Heavy Metal Ultra 2019	Samuel Cowen	United Kingdom	British Army	17	M	43:24	42:17	41:10	42:48	42:51	42:10	42:38	42:42	41:00	40:15	42:08	40:09	40:34	40:49	41:57	44:07	45:30																																																																																					
11	Heavy Metal Ultra 2019	Tauno Riibak	Estonia	Haapsalu	17	M	46:44	48:55	48:52	46:05	43:37	39:51	42:37	43:35	41:00	41:12	42:12	43:53	45:05	49:25	49:27	51:53	52:32																																																																																					
12	Heavy Metal Ultra 2019	Erik Aibast	Estonia	Viimsi Sport	17	M	40:33	42:01	38:46	39:40	42:22	43:13	42:34	45:12	44:16	46:24	45:46	45:26	48:37	50:09	49:28	58:05	56:00																																																																																					
13	Heavy Metal Ultra 2019	Heno Ivanov	Estonia	Tartu	16	M	41:06	41:45	40:50	41:31	42:25	42:21	43:12	42:43	43:04	42:21	41:15	38:33	42:36	40:54	42:25	43:01																																																																																						
14	Heavy Metal Ultra 2019	Silver Eensaar	Estonia	Tallinn	16	M	43:23	43:09	42:18	41:47	43:19	42:01	42:43	43:46	42:25	41:35	42:49	44:18	44:35	44:09	44:52	52:49																																																																																						
15	Heavy Metal Ultra 2019	Lauri Mänd	Estonia	Kiili	16	M	48:48	50:09	49:44	49:15	48:19	47:47	48:19	48:11	46:44	47:06	46:36	48:21	49:36	52:01	55:34	55:54																																																																																						
16	Heavy Metal Ultra 2019	Klaus Höfler	Austria	Graz	13	M	34:42	34:18	34:14	34:20	35:36	34:20	34:32	36:37	43:51	36:01	38:19	42:01	37:48																																																																																									
17	Heavy Metal Ultra 2019	Raili Rüütel	Estonia	Saaremaa	12	F	42:38	42:06	45:35	49:41	51:21	49:45	51:42	53:24	48:26	50:38	48:45	51:30																																																																																										
18	Heavy Metal Ultra 2019	Tuomas Aakenus	Finland	Helsinki	11	M	48:30	45:41	45:41	47:01	50:22	52:25	50:39	52:14	49:15	48:52	51:55																																																																																											
19	Heavy Metal Ultra 2019	Peteris Cabulis	Latvia	Valka/VSK Noskrien	11	M	46:40	45:17	43:37	45:02	42:20	43:22	46:42	44:44	44:33	45:23	52:51																																																																																											
20	Heavy Metal Ultra 2019	Martin Sokk	Estonia	Tallinn	11	M	47:02	49:23	49:11	49:12	48:25	48:33	47:33	49:19	45:48	47:28	53:05																																																																																											
